# ccx tau_xx tau_yy tau_zz cp yplus
0.0290923 -5.95592e-05 2.91322e-05 3.57969e-22 -0.520984 3.28855
0.0286663 -5.96334e-05 2.93244e-05 -3.58308e-22 -0.514848 3.29917
0.0282475 -5.99297e-05 2.95913e-05 1.38605e-24 -0.509236 3.31554
0.0278355 -6.04522e-05 2.99737e-05 1.37383e-24 -0.504066 3.3382
0.0274304 -6.12116e-05 3.04835e-05 -1.35783e-24 -0.499292 3.36742
0.0270321 -6.22249e-05 3.11339e-05 -5.56753e-39 -0.494887 3.40363
0.0266404 -6.35102e-05 3.19389e-05 0 -0.490813 3.44724
0.0262551 -6.50858e-05 3.29205e-05 -2.95731e-27 -0.48705 3.49864
0.0258764 -6.70508e-05 3.4111e-05 -3.22037e-22 -0.483934 3.55984
0.025504 -6.95656e-05 3.54326e-05 1.21697e-24 -0.481608 3.63356
0.0251381 -7.21177e-05 3.66988e-05 3.05142e-22 -0.476071 3.69816
0.0247799 -7.37267e-05 3.79643e-05 2.93874e-39 -0.46678 3.73476
0.0244292 -7.49982e-05 3.92287e-05 -1.15848e-24 -0.460362 3.77933
0.024085 -7.69415e-05 4.0547e-05 -2.88718e-22 -0.453741 3.83778
0.0237473 -7.9123e-05 4.19861e-05 1.4014e-22 -0.447647 3.90202
0.0234158 -8.16205e-05 4.35795e-05 2.14594e-24 -0.441767 3.97312
0.0230904 -8.43874e-05 4.53197e-05 -2.08253e-24 -0.436112 4.04991
0.0227712 -8.74161e-05 4.72057e-05 1.00882e-24 -0.43063 4.13196
