# ccx tau_xx tau_yy tau_zz cp yplus
0.0398915 -5.48525e-05 2.48678e-05 -1.7543e-25 -0.388468 3.04186
0.0392892 -5.78316e-05 2.62108e-05 1.73829e-25 -0.382958 3.13021
0.038698 -5.89961e-05 2.6557e-05 -2.93874e-39 -0.364198 3.1418
0.0381179 -5.5932e-05 2.54312e-05 7.36076e-22 -0.354776 3.06898
0.0375467 -5.49996e-05 2.50386e-05 -7.49079e-22 -0.343301 3.05099
0.0369841 -5.35016e-05 2.44395e-05 3.71605e-25 -0.33406 3.01763
0.03643 -5.24692e-05 2.40124e-05 2.86986e-42 -0.325223 2.99613
0.0358843 -5.14665e-05 2.35994e-05 7.63383e-25 -0.317324 2.97507
0.0353468 -5.06471e-05 2.32676e-05 2.86186e-29 -0.310053 2.95885
0.0348174 -4.99762e-05 2.30166e-05 -7.79267e-25 -0.3034 2.9468
0.0342961 -4.95362e-05 2.2888e-05 8.03799e-22 -0.29728 2.94149
0.0337826 -4.93959e-05 2.29003e-05 -8.0394e-22 -0.291512 2.94502
0.0332769 -4.95594e-05 2.31158e-05 1.60012e-21 -0.285684 2.95844
0.0327788 -5.02259e-05 2.37199e-05 -1.5397e-24 -0.279931 2.98851
0.0322883 -5.18751e-05 2.47867e-05 1.50621e-24 -0.275365 3.04717
0.0318057 -5.3998e-05 2.57287e-05 -3.81499e-22 -0.268882 3.10807
0.0313329 -5.42379e-05 2.56908e-05 0 -0.256465 3.09762
0.0308698 -5.20208e-05 2.48631e-05 7.82187e-22 -0.249194 3.0424
0.0304141 -5.11057e-05 2.44704e-05 1.55578e-24 -0.240956 3.02245
0.029966 -4.98706e-05 2.39611e-05 -4.06131e-22 -0.234168 2.99332
0.0295256 -4.89591e-05 2.35699e-05 1.60167e-24 -0.227736 2.97276
0.0290923 -4.80774e-05 2.31916e-05 4.15045e-22 -0.221992 2.95275
0.0286663 -4.73285e-05 2.28706e-05 -4.21373e-22 -0.216735 2.93635
0.0282475 -4.66727e-05 2.25955e-05 1.65578e-24 -0.211973 2.92256
0.0278355 -4.61344e-05 2.23837e-05 1.66945e-24 -0.207631 2.91228
